"","County","...2","Year","rate_per_1k_women_15-19"
"505","Davis","Live Birth Rate","2004",14.6103896103896
"506","Davis","Live Birth Rate","2005",11.2
"507","Davis","Live Birth Rate","2006",11.6666666666667
"508","Davis","Live Birth Rate","2007",13.745704467354
"509","Davis","Live Birth Rate","2008",10.6382978723404
"510","Davis","Live Birth Rate","2009",19.2307692307692
"511","Davis","Live Birth Rate","2010",9.75609756097561
"512","Davis","Live Birth Rate","2011",14.8026315789474
"513","Davis","Live Birth Rate","2012",NA
"514","Davis","Live Birth Rate","2013",NA
"515","Davis","Live Birth Rate","2014",9.21658986175115
"516","Davis","Live Birth Rate","2015",NA
"517","Davis","Live Birth Rate","2016",7.94912559618442
"518","Davis","Live Birth Rate","2017",9.5389507154213
"519","Davis","Live Birth Rate","2018",NA
"520","Davis","Live Birth Rate","2019",NA
"521","Decatur","Live Birth Rate","2000",16.9875424688562
"522","Decatur","Live Birth Rate","2001",6.78733031674208
"523","Decatur","Live Birth Rate","2002",11.6144018583043
"524","Decatur","Live Birth Rate","2003",13.0952380952381
"525","Decatur","Live Birth Rate","2004",13.6054421768707
"526","Decatur","Live Birth Rate","2005",10.4529616724739
"527","Decatur","Live Birth Rate","2006",16.548463356974
"528","Decatur","Live Birth Rate","2007",11.5473441108545
"529","Decatur","Live Birth Rate","2008",8.75
"530","Decatur","Live Birth Rate","2009",16.6880616174583
"531","Decatur","Live Birth Rate","2010",11.7493472584856
"532","Decatur","Live Birth Rate","2011",10.3626943005181
"533","Decatur","Live Birth Rate","2012",13.0718954248366
"534","Decatur","Live Birth Rate","2013",11.4068441064639
"535","Decatur","Live Birth Rate","2014",11.4068441064639
"536","Decatur","Live Birth Rate","2015",8.82723833543506
"537","Decatur","Live Birth Rate","2016",NA
"538","Decatur","Live Birth Rate","2017",12.7298444130127
"539","Decatur","Live Birth Rate","2018",NA
"540","Decatur","Live Birth Rate","2019",NA
"541","Delaware","Live Birth Rate","2000",10.4234527687296
"542","Delaware","Live Birth Rate","2001",9.56022944550669
"543","Delaware","Live Birth Rate","2002",11.0246433203632
"544","Delaware","Live Birth Rate","2003",11.3788487282463
"545","Delaware","Live Birth Rate","2004",6.31578947368421
"546","Delaware","Live Birth Rate","2005",10.7296137339056
"547","Delaware","Live Birth Rate","2006",8.05270863836018
"548","Delaware","Live Birth Rate","2007",14.4822592324403
"549","Delaware","Live Birth Rate","2008",15.9453302961276
"550","Delaware","Live Birth Rate","2009",10.1404056162246
"551","Delaware","Live Birth Rate","2010",12.6182965299685
"552","Delaware","Live Birth Rate","2011",6.35424940428912
"553","Delaware","Live Birth Rate","2012",8.16993464052288
"554","Delaware","Live Birth Rate","2013",10.6732348111658
"555","Delaware","Live Birth Rate","2014",6.75675675675676
"556","Delaware","Live Birth Rate","2015",5.36193029490617
"557","Delaware","Live Birth Rate","2016",NA
"558","Delaware","Live Birth Rate","2017",NA
"559","Delaware","Live Birth Rate","2018",NA
"560","Delaware","Live Birth Rate","2019",7.41427247451344
"561","Des Moines","Live Birth Rate","2000",24.6715796219161
"562","Des Moines","Live Birth Rate","2001",17.9054054054054
"563","Des Moines","Live Birth Rate","2002",25.3300035676061
"564","Des Moines","Live Birth Rate","2003",18.552200800291
"565","Des Moines","Live Birth Rate","2004",27.007299270073
"566","Des Moines","Live Birth Rate","2005",19.4829524166354
"567","Des Moines","Live Birth Rate","2006",25.9009009009009
"568","Des Moines","Live Birth Rate","2007",26.6469282013323
"569","Des Moines","Live Birth Rate","2008",23.3258088788563
"570","Des Moines","Live Birth Rate","2009",22.9709035222052
"571","Des Moines","Live Birth Rate","2010",21.0651828298887
"572","Des Moines","Live Birth Rate","2011",19.959266802444
"573","Des Moines","Live Birth Rate","2012",15.7639450282943
"574","Des Moines","Live Birth Rate","2013",17.4880763116057
"575","Des Moines","Live Birth Rate","2014",13.826758845059
"576","Des Moines","Live Birth Rate","2015",17.1009771986971
"577","Des Moines","Live Birth Rate","2016",14.6321070234114
"578","Des Moines","Live Birth Rate","2017",14.2302716688228
"579","Des Moines","Live Birth Rate","2018",17.1957671957672
"580","Des Moines","Live Birth Rate","2019",16.5548098434004
"581","Dickinson","Live Birth Rate","2000",14.6771037181996
"582","Dickinson","Live Birth Rate","2001",6.61000944287063
"583","Dickinson","Live Birth Rate","2002",11.472275334608
"584","Dickinson","Live Birth Rate","2003",6.00600600600601
"585","Dickinson","Live Birth Rate","2004",7.03517587939699
"586","Dickinson","Live Birth Rate","2005",11.8226600985222
"587","Dickinson","Live Birth Rate","2006",15.609756097561
"588","Dickinson","Live Birth Rate","2007",13.5135135135135
"589","Dickinson","Live Birth Rate","2008",11.340206185567
"590","Dickinson","Live Birth Rate","2009",11.7145899893504
"591","Dickinson","Live Birth Rate","2010",16.548463356974
"592","Dickinson","Live Birth Rate","2011",12.9716981132075
"593","Dickinson","Live Birth Rate","2012",10.5882352941176
"594","Dickinson","Live Birth Rate","2013",NA
"595","Dickinson","Live Birth Rate","2014",7.13436385255648
"596","Dickinson","Live Birth Rate","2015",6.74915635545557
"597","Dickinson","Live Birth Rate","2016",NA
"598","Dickinson","Live Birth Rate","2017",9.9009900990099
"599","Dickinson","Live Birth Rate","2018",5.70776255707763
"600","Dickinson","Live Birth Rate","2019",NA
"601","Dubuque","Live Birth Rate","2000",12.6849894291755
"602","Dubuque","Live Birth Rate","2001",15.8052114480991
"603","Dubuque","Live Birth Rate","2002",10.0028993911279
"604","Dubuque","Live Birth Rate","2003",12.9390018484288
"605","Dubuque","Live Birth Rate","2004",13.2705479452055
"606","Dubuque","Live Birth Rate","2005",11.7411225658648
"607","Dubuque","Live Birth Rate","2006",13.5938827527613
"608","Dubuque","Live Birth Rate","2007",14.0107557316728
"609","Dubuque","Live Birth Rate","2008",14.8084864018226
"610","Dubuque","Live Birth Rate","2009",14.6870098388707
"611","Dubuque","Live Birth Rate","2010",11.1319936388608
"612","Dubuque","Live Birth Rate","2011",12.2022080185938
"613","Dubuque","Live Birth Rate","2012",10.1485512575379
"614","Dubuque","Live Birth Rate","2013",8.78992089071198
"615","Dubuque","Live Birth Rate","2014",8.92857142857143
"616","Dubuque","Live Birth Rate","2015",7.05035971223022
"617","Dubuque","Live Birth Rate","2016",8.59807636257651
"618","Dubuque","Live Birth Rate","2017",6.24546114742193
"619","Dubuque","Live Birth Rate","2018",7.93534166054372
"620","Dubuque","Live Birth Rate","2019",5.29957308994553
"621","Emmet","Live Birth Rate","2000",16.3618864292589
"622","Emmet","Live Birth Rate","2001",10.3305785123967
"623","Emmet","Live Birth Rate","2002",15.9235668789809
"624","Emmet","Live Birth Rate","2003",6.46551724137931
"625","Emmet","Live Birth Rate","2004",10.0334448160535
"626","Emmet","Live Birth Rate","2005",10.1010101010101
"627","Emmet","Live Birth Rate","2006",18.8014101057579
"628","Emmet","Live Birth Rate","2007",15.1515151515152
"629","Emmet","Live Birth Rate","2008",15.0987224157956
"630","Emmet","Live Birth Rate","2009",13.8568129330254
"631","Emmet","Live Birth Rate","2010",15.169194865811
"632","Emmet","Live Birth Rate","2011",14.1752577319588
"633","Emmet","Live Birth Rate","2012",18.413597733711
"634","Emmet","Live Birth Rate","2013",14.3266475644699
"635","Emmet","Live Birth Rate","2014",15.8273381294964
"636","Emmet","Live Birth Rate","2015",14.7058823529412
"637","Emmet","Live Birth Rate","2016",7.23589001447178
"638","Emmet","Live Birth Rate","2017",14.9925037481259
"639","Emmet","Live Birth Rate","2018",12.0845921450151
"640","Emmet","Live Birth Rate","2019",8.58369098712446
"641","Fayette","Live Birth Rate","2000",11.1567821491486
"642","Fayette","Live Birth Rate","2001",14.0927774515561
"643","Fayette","Live Birth Rate","2002",10.5263157894737
"644","Fayette","Live Birth Rate","2003",15.8831003811944
"645","Fayette","Live Birth Rate","2004",8.59220092531395
"646","Fayette","Live Birth Rate","2005",12.6920507682031
"647","Fayette","Live Birth Rate","2006",14.4832126398947
"648","Fayette","Live Birth Rate","2007",12.6413838988689
"649","Fayette","Live Birth Rate","2008",21.1500330469266
"650","Fayette","Live Birth Rate","2009",13.9442231075697
"651","Fayette","Live Birth Rate","2010",13.2911392405063
"652","Fayette","Live Birth Rate","2011",10.1073910296905
"653","Fayette","Live Birth Rate","2012",9.65872504829363
"654","Fayette","Live Birth Rate","2013",11.1329404060249
"655","Fayette","Live Birth Rate","2014",11.541072640869
"656","Fayette","Live Birth Rate","2015",7.69230769230769
"657","Fayette","Live Birth Rate","2016",9.01525658807212
"658","Fayette","Live Birth Rate","2017",8.9086859688196
"659","Fayette","Live Birth Rate","2018",10.9119251753702
"660","Fayette","Live Birth Rate","2019",9.1743119266055
"661","Floyd","Live Birth Rate","2000",13.3111480865225
"662","Floyd","Live Birth Rate","2001",14.3581081081081
"663","Floyd","Live Birth Rate","2002",9.25147182506308
"664","Floyd","Live Birth Rate","2003",13.986013986014
"665","Floyd","Live Birth Rate","2004",15.9574468085106
"666","Floyd","Live Birth Rate","2005",18.8679245283019
"667","Floyd","Live Birth Rate","2006",21.6606498194946
"668","Floyd","Live Birth Rate","2007",14.4274120829576
"669","Floyd","Live Birth Rate","2008",17.1171171171171
"670","Floyd","Live Birth Rate","2009",12.9990714948932
"671","Floyd","Live Birth Rate","2010",19.5035460992908
"672","Floyd","Live Birth Rate","2011",18.9530685920578
"673","Floyd","Live Birth Rate","2012",9.28505106778087
"674","Floyd","Live Birth Rate","2013",11.4068441064639
"675","Floyd","Live Birth Rate","2014",5.94059405940594
"676","Floyd","Live Birth Rate","2015",10.9452736318408
"677","Floyd","Live Birth Rate","2016",5.04032258064516
"678","Floyd","Live Birth Rate","2017",7.96019900497512
"679","Floyd","Live Birth Rate","2018",6.10376398779247
"680","Floyd","Live Birth Rate","2019",6.36942675159236
"681","Franklin","Live Birth Rate","2000",14.1342756183746
"682","Franklin","Live Birth Rate","2001",17.156862745098
"683","Franklin","Live Birth Rate","2002",21.4917825537295
"684","Franklin","Live Birth Rate","2003",16.8831168831169
"685","Franklin","Live Birth Rate","2004",23.448275862069
"686","Franklin","Live Birth Rate","2005",19.774011299435
"687","Franklin","Live Birth Rate","2006",19.8581560283688
"688","Franklin","Live Birth Rate","2007",15.8045977011494
"689","Franklin","Live Birth Rate","2008",14.8148148148148
"690","Franklin","Live Birth Rate","2009",20.2312138728324
"691","Franklin","Live Birth Rate","2010",23.1548480463097
"692","Franklin","Live Birth Rate","2011",15.9189580318379
"693","Franklin","Live Birth Rate","2012",17.3661360347323
"694","Franklin","Live Birth Rate","2013",NA
"695","Franklin","Live Birth Rate","2014",27.3752012882448
"696","Franklin","Live Birth Rate","2015",NA
"697","Franklin","Live Birth Rate","2016",22.7642276422764
"698","Franklin","Live Birth Rate","2017",8.38926174496644
"699","Franklin","Live Birth Rate","2018",11.7647058823529
"700","Franklin","Live Birth Rate","2019",14.3769968051118
"701","Fremont","Live Birth Rate","2000",NA
"702","Fremont","Live Birth Rate","2001",NA
"703","Fremont","Live Birth Rate","2002",NA
"704","Fremont","Live Birth Rate","2003",NA
"705","Fremont","Live Birth Rate","2004",NA
"706","Fremont","Live Birth Rate","2005",9.02527075812274
"707","Fremont","Live Birth Rate","2006",NA
"708","Fremont","Live Birth Rate","2007",20.1834862385321
"709","Fremont","Live Birth Rate","2008",22.3880597014925
"710","Fremont","Live Birth Rate","2009",26.6393442622951
"711","Fremont","Live Birth Rate","2010",18.0360721442886
"712","Fremont","Live Birth Rate","2011",14.2276422764228
"713","Fremont","Live Birth Rate","2012",14.2517814726841
"714","Fremont","Live Birth Rate","2013",16.2790697674419
"715","Fremont","Live Birth Rate","2014",16.7064439140811
"716","Fremont","Live Birth Rate","2015",14.7058823529412
"717","Fremont","Live Birth Rate","2016",14.5278450363196
"718","Fremont","Live Birth Rate","2017",25.6410256410256
"719","Fremont","Live Birth Rate","2018",NA
"720","Fremont","Live Birth Rate","2019",NA
"721","Greene","Live Birth Rate","2000",17.9948586118252
"722","Greene","Live Birth Rate","2001",12.6262626262626
"723","Greene","Live Birth Rate","2002",14.1206675224647
"724","Greene","Live Birth Rate","2003",14.7651006711409
"725","Greene","Live Birth Rate","2004",17.8571428571429
"726","Greene","Live Birth Rate","2005",15.4277699859748
"727","Greene","Live Birth Rate","2006",13.1771595900439
"728","Greene","Live Birth Rate","2007",7.54147812971342
"729","Greene","Live Birth Rate","2008",7.68049155145929
"730","Greene","Live Birth Rate","2009",22.1169036334913
"731","Greene","Live Birth Rate","2010",27.9146141215107
"732","Greene","Live Birth Rate","2011",17.7993527508091
"733","Greene","Live Birth Rate","2012",15.4373927958834
"734","Greene","Live Birth Rate","2013",23.0496453900709
"735","Greene","Live Birth Rate","2014",8.43170320404722
"736","Greene","Live Birth Rate","2015",8.37520938023451
"737","Greene","Live Birth Rate","2016",NA
"738","Greene","Live Birth Rate","2017",12.0898100172712
"739","Greene","Live Birth Rate","2018",NA
"740","Greene","Live Birth Rate","2019",11.0497237569061
"741","Grundy","Live Birth Rate","2000",7.82997762863535
"742","Grundy","Live Birth Rate","2001",13.2743362831858
"743","Grundy","Live Birth Rate","2002",11.037527593819
"744","Grundy","Live Birth Rate","2003",NA
"745","Grundy","Live Birth Rate","2004",NA
"746","Grundy","Live Birth Rate","2005",7.8125
"747","Grundy","Live Birth Rate","2006",5.66251415628539
"748","Grundy","Live Birth Rate","2007",5.72737686139748
"749","Grundy","Live Birth Rate","2008",10.7270560190703
"750","Grundy","Live Birth Rate","2009",12.8956623681125
"751","Grundy","Live Birth Rate","2010",5.95238095238095
"752","Grundy","Live Birth Rate","2011",NA
"753","Grundy","Live Birth Rate","2012",NA
"754","Grundy","Live Birth Rate","2013",NA
"755","Grundy","Live Birth Rate","2014",6.51890482398957
"756","Grundy","Live Birth Rate","2015",NA
"757","Grundy","Live Birth Rate","2016",6.27352572145546
"758","Grundy","Live Birth Rate","2017",NA
"759","Grundy","Live Birth Rate","2018",NA
"760","Grundy","Live Birth Rate","2019",NA
"761","Guthrie","Live Birth Rate","2000",14.3790849673203
"762","Guthrie","Live Birth Rate","2001",18.3968462549277
"763","Guthrie","Live Birth Rate","2002",16.304347826087
"764","Guthrie","Live Birth Rate","2003",18.7919463087248
"765","Guthrie","Live Birth Rate","2004",12.6404494382022
"766","Guthrie","Live Birth Rate","2005",8.57142857142857
"767","Guthrie","Live Birth Rate","2006",7.06214689265537
"768","Guthrie","Live Birth Rate","2007",NA
"769","Guthrie","Live Birth Rate","2008",9.51086956521739
"770","Guthrie","Live Birth Rate","2009",12.3626373626374
"771","Guthrie","Live Birth Rate","2010",NA
"772","Guthrie","Live Birth Rate","2011",8.37988826815642
"773","Guthrie","Live Birth Rate","2012",12.6227208976157
"774","Guthrie","Live Birth Rate","2013",11.7994100294985
"775","Guthrie","Live Birth Rate","2014",NA
"776","Guthrie","Live Birth Rate","2015",12.9682997118156
"777","Guthrie","Live Birth Rate","2016",NA
"778","Guthrie","Live Birth Rate","2017",NA
"779","Guthrie","Live Birth Rate","2018",NA
"780","Guthrie","Live Birth Rate","2019",NA
"781","Hamilton","Live Birth Rate","2000",16.8738898756661
"782","Hamilton","Live Birth Rate","2001",19.2982456140351
"783","Hamilton","Live Birth Rate","2002",15.2466367713004
"784","Hamilton","Live Birth Rate","2003",15.1245551601423
"785","Hamilton","Live Birth Rate","2004",10.1663585951941
"786","Hamilton","Live Birth Rate","2005",15.5251141552511
"787","Hamilton","Live Birth Rate","2006",22.3880597014925
"788","Hamilton","Live Birth Rate","2007",12.1268656716418
"789","Hamilton","Live Birth Rate","2008",25.5402750491159
"790","Hamilton","Live Birth Rate","2009",21.105527638191
"791","Hamilton","Live Birth Rate","2010",13.2517838939857
"792","Hamilton","Live Birth Rate","2011",12.0481927710843
"793","Hamilton","Live Birth Rate","2012",6.97211155378486
"794","Hamilton","Live Birth Rate","2013",11.1902339776195
"795","Hamilton","Live Birth Rate","2014",13.1712259371834
"796","Hamilton","Live Birth Rate","2015",13.2517838939857
"797","Hamilton","Live Birth Rate","2016",11.7145899893504
"798","Hamilton","Live Birth Rate","2017",9.79325353645267
"799","Hamilton","Live Birth Rate","2018",7.96359499431172
"800","Hamilton","Live Birth Rate","2019",6.8259385665529
"801","Hancock","Live Birth Rate","2000",10.3626943005181
"802","Hancock","Live Birth Rate","2001",16.5460186142709
"803","Hancock","Live Birth Rate","2002",9.39457202505219
"804","Hancock","Live Birth Rate","2003",14.0845070422535
"805","Hancock","Live Birth Rate","2004",9.08059023836549
"806","Hancock","Live Birth Rate","2005",15.1338766006985
"807","Hancock","Live Birth Rate","2006",14.6520146520147
"808","Hancock","Live Birth Rate","2007",24.2966751918159
"809","Hancock","Live Birth Rate","2008",6.61375661375661
"810","Hancock","Live Birth Rate","2009",13.6612021857923
"811","Hancock","Live Birth Rate","2010",9.9009900990099
"812","Hancock","Live Birth Rate","2011",NA
"813","Hancock","Live Birth Rate","2012",NA
"814","Hancock","Live Birth Rate","2013",NA
"815","Hancock","Live Birth Rate","2014",6.96378830083565
"816","Hancock","Live Birth Rate","2015",8.41514726507714
"817","Hancock","Live Birth Rate","2016",13.1195335276968
"818","Hancock","Live Birth Rate","2017",NA
"819","Hancock","Live Birth Rate","2018",9.07715582450832
"820","Hancock","Live Birth Rate","2019",NA
"821","Hardin","Live Birth Rate","2000",12.6509488211616
"822","Hardin","Live Birth Rate","2001",12.2448979591837
"823","Hardin","Live Birth Rate","2002",8.58895705521472
"824","Hardin","Live Birth Rate","2003",14.5939086294416
"825","Hardin","Live Birth Rate","2004",13.7075718015666
"826","Hardin","Live Birth Rate","2005",9.44032366824005
"827","Hardin","Live Birth Rate","2006",11.6758241758242
"828","Hardin","Live Birth Rate","2007",15.8293186510668
"829","Hardin","Live Birth Rate","2008",14.967925873129
"830","Hardin","Live Birth Rate","2009",11.3960113960114
"831","Hardin","Live Birth Rate","2010",9.46831755280408
"832","Hardin","Live Birth Rate","2011",7.19942404607631
"833","Hardin","Live Birth Rate","2012",12.4633431085044
"834","Hardin","Live Birth Rate","2013",6.7516879219805
"835","Hardin","Live Birth Rate","2014",12.0300751879699
"836","Hardin","Live Birth Rate","2015",6.0882800608828
"837","Hardin","Live Birth Rate","2016",4.76568705321684
"838","Hardin","Live Birth Rate","2017",4.85436893203883
"839","Hardin","Live Birth Rate","2018",6.62251655629139
"840","Hardin","Live Birth Rate","2019",6.71704450041982
"841","Harrison","Live Birth Rate","2000",8.9126559714795
"842","Harrison","Live Birth Rate","2001",5.22648083623693
"843","Harrison","Live Birth Rate","2002",NA
"844","Harrison","Live Birth Rate","2003",4.26257459505541
"845","Harrison","Live Birth Rate","2004",5.29100529100529
"846","Harrison","Live Birth Rate","2005",8.56898029134533
"847","Harrison","Live Birth Rate","2006",NA
"848","Harrison","Live Birth Rate","2007",15.0842945874002
"849","Harrison","Live Birth Rate","2008",20.6463195691203
"850","Harrison","Live Birth Rate","2009",11.0599078341014
"851","Harrison","Live Birth Rate","2010",11.3851992409867
"852","Harrison","Live Birth Rate","2011",5.68720379146919
"853","Harrison","Live Birth Rate","2012",11.0552763819095
"854","Harrison","Live Birth Rate","2013",9.47368421052632
"855","Harrison","Live Birth Rate","2014",13.172338090011
"856","Harrison","Live Birth Rate","2015",11.4678899082569
"857","Harrison","Live Birth Rate","2016",6.90448791714614
"858","Harrison","Live Birth Rate","2017",6.71892497200448
"859","Harrison","Live Birth Rate","2018",NA
"860","Harrison","Live Birth Rate","2019",8.0091533180778
"861","Henry","Live Birth Rate","2000",18.1936322287199
"862","Henry","Live Birth Rate","2001",19.5707070707071
"863","Henry","Live Birth Rate","2002",15.2621101526211
"864","Henry","Live Birth Rate","2003",9.79751796211626
"865","Henry","Live Birth Rate","2004",11.71875
"866","Henry","Live Birth Rate","2005",13.9349701393497
"867","Henry","Live Birth Rate","2006",12.6920507682031
"868","Henry","Live Birth Rate","2007",16.914749661705
"869","Henry","Live Birth Rate","2008",21.5727209464161
"870","Henry","Live Birth Rate","2009",12.7388535031847
"871","Henry","Live Birth Rate","2010",12.3546511627907
"872","Henry","Live Birth Rate","2011",15.5586987270156
"873","Henry","Live Birth Rate","2012",8.70195794053662
"874","Henry","Live Birth Rate","2013",11.3314447592068
"875","Henry","Live Birth Rate","2014",14.5732130464955
"876","Henry","Live Birth Rate","2015",5.3475935828877
"877","Henry","Live Birth Rate","2016",10.7444359171144
"878","Henry","Live Birth Rate","2017",13.4228187919463
"879","Henry","Live Birth Rate","2018",7.42942050520059
"880","Henry","Live Birth Rate","2019",7.6219512195122
"881","Howard","Live Birth Rate","2000",6.68449197860963
"882","Howard","Live Birth Rate","2001",NA
"883","Howard","Live Birth Rate","2002",15.8940397350993
"884","Howard","Live Birth Rate","2003",NA
"885","Howard","Live Birth Rate","2004",NA
"886","Howard","Live Birth Rate","2005",9.70873786407767
"887","Howard","Live Birth Rate","2006",17.5695461200586
"888","Howard","Live Birth Rate","2007",10.5580693815988
"889","Howard","Live Birth Rate","2008",25.0391236306729
"890","Howard","Live Birth Rate","2009",14.4927536231884
"891","Howard","Live Birth Rate","2010",11.1111111111111
"892","Howard","Live Birth Rate","2011",NA
"893","Howard","Live Birth Rate","2012",NA
"894","Howard","Live Birth Rate","2013",NA
"895","Howard","Live Birth Rate","2014",10.8108108108108
"896","Howard","Live Birth Rate","2015",NA
"897","Howard","Live Birth Rate","2016",8.74125874125874
"898","Howard","Live Birth Rate","2017",NA
"899","Howard","Live Birth Rate","2018",NA
"900","Howard","Live Birth Rate","2019",NA
"901","Humboldt","Live Birth Rate","2000",8.40336134453782
"902","Humboldt","Live Birth Rate","2001",14.1509433962264
"903","Humboldt","Live Birth Rate","2002",7.49063670411985
"904","Humboldt","Live Birth Rate","2003",19.4552529182879
"905","Humboldt","Live Birth Rate","2004",15.748031496063
"906","Humboldt","Live Birth Rate","2005",13.6239782016349
"907","Humboldt","Live Birth Rate","2006",22.1565731166913
"908","Humboldt","Live Birth Rate","2007",10.4633781763827
"909","Humboldt","Live Birth Rate","2008",19.1693290734824
"910","Humboldt","Live Birth Rate","2009",24.390243902439
"911","Humboldt","Live Birth Rate","2010",10.1867572156197
"912","Humboldt","Live Birth Rate","2011",14.5631067961165
"913","Humboldt","Live Birth Rate","2012",NA
"914","Humboldt","Live Birth Rate","2013",NA
"915","Humboldt","Live Birth Rate","2014",NA
"916","Humboldt","Live Birth Rate","2015",NA
"917","Humboldt","Live Birth Rate","2016",NA
"918","Humboldt","Live Birth Rate","2017",NA
"919","Humboldt","Live Birth Rate","2018",NA
"920","Humboldt","Live Birth Rate","2019",NA
"921","Ida","Live Birth Rate","2000",10.2564102564103
"922","Ida","Live Birth Rate","2001",14.6341463414634
"923","Ida","Live Birth Rate","2002",14.9006622516556
"924","Ida","Live Birth Rate","2003",11.8845500848896
"925","Ida","Live Birth Rate","2004",13.9616055846422
"926","Ida","Live Birth Rate","2005",15.8450704225352
"927","Ida","Live Birth Rate","2006",11.4068441064639
"928","Ida","Live Birth Rate","2007",NA
"929","Ida","Live Birth Rate","2008",12.7931769722814
"930","Ida","Live Birth Rate","2009",19.9115044247788
"931","Ida","Live Birth Rate","2010",16.5094339622642
"932","Ida","Live Birth Rate","2011",NA
"933","Ida","Live Birth Rate","2012",11.0132158590308
"934","Ida","Live Birth Rate","2013",NA
"935","Ida","Live Birth Rate","2014",12.2249388753056
"936","Ida","Live Birth Rate","2015",14.6699266503667
"937","Ida","Live Birth Rate","2016",NA
"938","Ida","Live Birth Rate","2017",NA
"939","Ida","Live Birth Rate","2018",NA
"940","Ida","Live Birth Rate","2019",NA
"941","Iowa","Live Birth Rate","2000",16.7597765363128
"942","Iowa","Live Birth Rate","2001",7.42115027829314
"943","Iowa","Live Birth Rate","2002",10.3969754253308
"944","Iowa","Live Birth Rate","2003",10.5263157894737
"945","Iowa","Live Birth Rate","2004",6.6793893129771
"946","Iowa","Live Birth Rate","2005",4.56204379562044
"947","Iowa","Live Birth Rate","2006",11.5350488021295
"948","Iowa","Live Birth Rate","2007",10.462074978204
"949","Iowa","Live Birth Rate","2008",12.9533678756477
"950","Iowa","Live Birth Rate","2009",10.5540897097625
"951","Iowa","Live Birth Rate","2010",5.15907136715391
"952","Iowa","Live Birth Rate","2011",8.48896434634975
"953","Iowa","Live Birth Rate","2012",7.90861159929701
"954","Iowa","Live Birth Rate","2013",6.28366247755835
"955","Iowa","Live Birth Rate","2014",5.60224089635854
"956","Iowa","Live Birth Rate","2015",8.65384615384616
"957","Iowa","Live Birth Rate","2016",NA
"958","Iowa","Live Birth Rate","2017",5.12820512820513
"959","Iowa","Live Birth Rate","2018",5.25762355415352
"960","Iowa","Live Birth Rate","2019",NA
"961","Jackson","Live Birth Rate","2000",17.3102529960053
"962","Jackson","Live Birth Rate","2001",13.1061598951507
"963","Jackson","Live Birth Rate","2002",9.93377483443709
"964","Jackson","Live Birth Rate","2003",10.6030483764082
"965","Jackson","Live Birth Rate","2004",9.47867298578199
"966","Jackson","Live Birth Rate","2005",13.1944444444444
"967","Jackson","Live Birth Rate","2006",17.8940123881624
"968","Jackson","Live Birth Rate","2007",13.1670131670132
"969","Jackson","Live Birth Rate","2008",11.8881118881119
"970","Jackson","Live Birth Rate","2009",12.2038765254846
"971","Jackson","Live Birth Rate","2010",10.3703703703704
"972","Jackson","Live Birth Rate","2011",9.67982129560685
"973","Jackson","Live Birth Rate","2012",15.9574468085106
"974","Jackson","Live Birth Rate","2013",11.5207373271889
"975","Jackson","Live Birth Rate","2014",NA
"976","Jackson","Live Birth Rate","2015",9.75609756097561
"977","Jackson","Live Birth Rate","2016",4.04858299595142
"978","Jackson","Live Birth Rate","2017",4.91803278688525
"979","Jackson","Live Birth Rate","2018",6.65004156275977
"980","Jackson","Live Birth Rate","2019",9.32994062765055
"981","Jasper","Live Birth Rate","2000",17.9665169456921
"982","Jasper","Live Birth Rate","2001",16.0578081091931
"983","Jasper","Live Birth Rate","2002",20.2675314146737
"984","Jasper","Live Birth Rate","2003",16.7074164629177
"985","Jasper","Live Birth Rate","2004",17.0124481327801
"986","Jasper","Live Birth Rate","2005",18.2421227197347
"987","Jasper","Live Birth Rate","2006",14.7120638923918
"988","Jasper","Live Birth Rate","2007",13.136288998358
"989","Jasper","Live Birth Rate","2008",15.6636438582028
"990","Jasper","Live Birth Rate","2009",13.8830458561212
"991","Jasper","Live Birth Rate","2010",13.9069969578444
"992","Jasper","Live Birth Rate","2011",16.6083916083916
"993","Jasper","Live Birth Rate","2012",15.2603231597846
"994","Jasper","Live Birth Rate","2013",12.5223613595707
"995","Jasper","Live Birth Rate","2014",9.70425138632163
"996","Jasper","Live Birth Rate","2015",11.3275940190304
"997","Jasper","Live Birth Rate","2016",6.00739371534196
"998","Jasper","Live Birth Rate","2017",6.78119349005425
"999","Jasper","Live Birth Rate","2018",9.22671353251318
"1000","Jasper","Live Birth Rate","2019",8.46702317290553
"1001","Jefferson","Live Birth Rate","2000",10.7260726072607
"1002","Jefferson","Live Birth Rate","2001",10.4083266613291
"1003","Jefferson","Live Birth Rate","2002",9.90916597853014
"1004","Jefferson","Live Birth Rate","2003",9.40975192472198
"1005","Jefferson","Live Birth Rate","2004",4.22297297297297
"1006","Jefferson","Live Birth Rate","2005",15.3061224489796
"1007","Jefferson","Live Birth Rate","2006",13.0321459600348
"1008","Jefferson","Live Birth Rate","2007",19.0045248868778
"1009","Jefferson","Live Birth Rate","2008",13.1332082551595
"1010","Jefferson","Live Birth Rate","2009",16.243654822335
"1011","Jefferson","Live Birth Rate","2010",11.6402116402116
"1012","Jefferson","Live Birth Rate","2011",9.19305413687436
"1013","Jefferson","Live Birth Rate","2012",12.591815320042
"1014","Jefferson","Live Birth Rate","2013",11.3250283125708
"1015","Jefferson","Live Birth Rate","2014",8.07381776239908
"1016","Jefferson","Live Birth Rate","2015",13.0952380952381
