"","fips","county","year","provider_type","age","cost_average_per_week","cost"
"293",19041,"Clay",2020,"Registered Child Development Homes","Full Time School-Age","$135.00",135
"294",19041,"Clay",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$135.90",135.9
"295",19043,"Clayton",2020,"Registered Child Development Homes","Infant (0-12 Months)","$125.00",125
"296",19043,"Clayton",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$152.10",152.1
"297",19043,"Clayton",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$125.00",125
"298",19043,"Clayton",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$149.40",149.4
"299",19043,"Clayton",2020,"Registered Child Development Homes","Two Year Olds","$125.00",125
"300",19043,"Clayton",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$144.90",144.9
"301",19043,"Clayton",2020,"Registered Child Development Homes","Three Year Olds","$125.00",125
"302",19043,"Clayton",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$144.90",144.9
"303",19043,"Clayton",2020,"Registered Child Development Homes","Four & Five Year Olds","$125.00",125
"304",19043,"Clayton",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$144.00",144
"305",19043,"Clayton",2020,"Registered Child Development Homes","Before & After School",NA,NA
"306",19043,"Clayton",2020,"DHS Licensed Centers/Preschools","Before & After School","$59.60",59.6
"307",19043,"Clayton",2020,"Registered Child Development Homes","Full Time School-Age","$125.00",125
"308",19043,"Clayton",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$133.65",133.65
"309",19045,"Clinton",2020,"Registered Child Development Homes","Infant (0-12 Months)","$131.40",131.4
"310",19045,"Clinton",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$180.50",180.5
"311",19045,"Clinton",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$131.40",131.4
"312",19045,"Clinton",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$180.50",180.5
"313",19045,"Clinton",2020,"Registered Child Development Homes","Two Year Olds","$124.20",124.2
"314",19045,"Clinton",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$167.20",167.2
"315",19045,"Clinton",2020,"Registered Child Development Homes","Three Year Olds","$124.20",124.2
"316",19045,"Clinton",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$166.20",166.2
"317",19045,"Clinton",2020,"Registered Child Development Homes","Four & Five Year Olds","$124.20",124.2
"318",19045,"Clinton",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$165.20",165.2
"319",19045,"Clinton",2020,"Registered Child Development Homes","Before & After School","$61.67",61.67
"320",19045,"Clinton",2020,"DHS Licensed Centers/Preschools","Before & After School","$95.00",95
"321",19045,"Clinton",2020,"Registered Child Development Homes","Full Time School-Age","$118.35",118.35
"322",19045,"Clinton",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$143.33",143.33
"323",19047,"Crawford",2020,"Registered Child Development Homes","Infant (0-12 Months)","$126.67",126.67
"324",19047,"Crawford",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$157.50",157.5
"325",19047,"Crawford",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$126.25",126.25
"326",19047,"Crawford",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$157.50",157.5
"327",19047,"Crawford",2020,"Registered Child Development Homes","Two Year Olds","$126.25",126.25
"328",19047,"Crawford",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$157.50",157.5
"329",19047,"Crawford",2020,"Registered Child Development Homes","Three Year Olds","$126.25",126.25
"330",19047,"Crawford",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$141.75",141.75
"331",19047,"Crawford",2020,"Registered Child Development Homes","Four & Five Year Olds","$126.25",126.25
"332",19047,"Crawford",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$141.75",141.75
"333",19047,"Crawford",2020,"Registered Child Development Homes","Before & After School","$56.11",56.11
"334",19047,"Crawford",2020,"DHS Licensed Centers/Preschools","Before & After School","$63.00",63
"335",19047,"Crawford",2020,"Registered Child Development Homes","Full Time School-Age","$126.25",126.25
"336",19047,"Crawford",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$155.25",155.25
"337",19049,"Dallas",2020,"Registered Child Development Homes","Infant (0-12 Months)","$169.30",169.3
"338",19049,"Dallas",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$235.09",235.09
"339",19049,"Dallas",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$167.53",167.53
"340",19049,"Dallas",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$233.05",233.05
"341",19049,"Dallas",2020,"Registered Child Development Homes","Two Year Olds","$164.84",164.84
"342",19049,"Dallas",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$207.75",207.75
"343",19049,"Dallas",2020,"Registered Child Development Homes","Three Year Olds","$163.44",163.44
"344",19049,"Dallas",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$192.33",192.33
"345",19049,"Dallas",2020,"Registered Child Development Homes","Four & Five Year Olds","$162.90",162.9
"346",19049,"Dallas",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$185.74",185.74
"347",19049,"Dallas",2020,"Registered Child Development Homes","Before & After School","$68.32",68.32
"348",19049,"Dallas",2020,"DHS Licensed Centers/Preschools","Before & After School","$84.97",84.97
"349",19049,"Dallas",2020,"Registered Child Development Homes","Full Time School-Age","$141.84",141.84
"350",19049,"Dallas",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$157.54",157.54
"351",19051,"Davis",2020,"Registered Child Development Homes","Infant (0-12 Months)","$129.80",129.8
"352",19051,"Davis",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$125.00",125
"353",19051,"Davis",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$129.80",129.8
"354",19051,"Davis",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$125.00",125
"355",19051,"Davis",2020,"Registered Child Development Homes","Two Year Olds","$129.80",129.8
"356",19051,"Davis",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$125.00",125
"357",19051,"Davis",2020,"Registered Child Development Homes","Three Year Olds","$125.00",125
"358",19051,"Davis",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$125.00",125
"359",19051,"Davis",2020,"Registered Child Development Homes","Four & Five Year Olds","$125.00",125
"360",19051,"Davis",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$125.00",125
"361",19051,"Davis",2020,"Registered Child Development Homes","Before & After School","$54.10",54.1
"362",19051,"Davis",2020,"DHS Licensed Centers/Preschools","Before & After School","$50.00",50
"363",19051,"Davis",2020,"Registered Child Development Homes","Full Time School-Age","$108.20",108.2
"364",19051,"Davis",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$125.00",125
"365",19053,"Decatur",2020,"Registered Child Development Homes","Infant (0-12 Months)","$120.00",120
"366",19053,"Decatur",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$150.00",150
"367",19053,"Decatur",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$120.00",120
"368",19053,"Decatur",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$150.00",150
"369",19053,"Decatur",2020,"Registered Child Development Homes","Two Year Olds","$120.00",120
"370",19053,"Decatur",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$135.00",135
"371",19053,"Decatur",2020,"Registered Child Development Homes","Three Year Olds","$120.00",120
"372",19053,"Decatur",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$125.00",125
"373",19053,"Decatur",2020,"Registered Child Development Homes","Four & Five Year Olds","$120.00",120
"374",19053,"Decatur",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$125.00",125
"375",19053,"Decatur",2020,"Registered Child Development Homes","Before & After School","$43.33",43.33
"376",19053,"Decatur",2020,"DHS Licensed Centers/Preschools","Before & After School","$30.00",30
"377",19053,"Decatur",2020,"Registered Child Development Homes","Full Time School-Age","$111.67",111.67
"378",19053,"Decatur",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$115.00",115
"379",19055,"Delaware",2020,"Registered Child Development Homes","Infant (0-12 Months)",NA,NA
"380",19055,"Delaware",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$194.85",194.85
"381",19055,"Delaware",2020,"Registered Child Development Homes","Toddler (13-23 Months)",NA,NA
"382",19055,"Delaware",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$194.85",194.85
"383",19055,"Delaware",2020,"Registered Child Development Homes","Two Year Olds",NA,NA
"384",19055,"Delaware",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$182.25",182.25
"385",19055,"Delaware",2020,"Registered Child Development Homes","Three Year Olds",NA,NA
"386",19055,"Delaware",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$182.25",182.25
"387",19055,"Delaware",2020,"Registered Child Development Homes","Four & Five Year Olds",NA,NA
"388",19055,"Delaware",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$182.25",182.25
"389",19055,"Delaware",2020,"Registered Child Development Homes","Before & After School",NA,NA
"390",19055,"Delaware",2020,"DHS Licensed Centers/Preschools","Before & After School","$80.00",80
"391",19055,"Delaware",2020,"Registered Child Development Homes","Full Time School-Age",NA,NA
"392",19055,"Delaware",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$144.00",144
"393",19057,"Des Moines",2020,"Registered Child Development Homes","Infant (0-12 Months)","$120.10",120.1
"394",19057,"Des Moines",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$165.00",165
"395",19057,"Des Moines",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$117.80",117.8
"396",19057,"Des Moines",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$165.00",165
"397",19057,"Des Moines",2020,"Registered Child Development Homes","Two Year Olds","$112.15",112.15
"398",19057,"Des Moines",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$160.00",160
"399",19057,"Des Moines",2020,"Registered Child Development Homes","Three Year Olds","$112.15",112.15
"400",19057,"Des Moines",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$155.00",155
"401",19057,"Des Moines",2020,"Registered Child Development Homes","Four & Five Year Olds","$112.15",112.15
"402",19057,"Des Moines",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$135.00",135
"403",19057,"Des Moines",2020,"Registered Child Development Homes","Before & After School","$60.00",60
"404",19057,"Des Moines",2020,"DHS Licensed Centers/Preschools","Before & After School","$50.00",50
"405",19057,"Des Moines",2020,"Registered Child Development Homes","Full Time School-Age","$103.70",103.7
"406",19057,"Des Moines",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$135.00",135
"407",19059,"Dickinson",2020,"Registered Child Development Homes","Infant (0-12 Months)","$140.00",140
"408",19059,"Dickinson",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$210.00",210
"409",19059,"Dickinson",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$140.00",140
"410",19059,"Dickinson",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$210.00",210
"411",19059,"Dickinson",2020,"Registered Child Development Homes","Two Year Olds","$140.00",140
"412",19059,"Dickinson",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$210.00",210
"413",19059,"Dickinson",2020,"Registered Child Development Homes","Three Year Olds","$140.00",140
"414",19059,"Dickinson",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$165.00",165
"415",19059,"Dickinson",2020,"Registered Child Development Homes","Four & Five Year Olds","$90.00",90
"416",19059,"Dickinson",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$165.00",165
"417",19059,"Dickinson",2020,"Registered Child Development Homes","Before & After School","$40.00",40
"418",19059,"Dickinson",2020,"DHS Licensed Centers/Preschools","Before & After School","$73.33",73.33
"419",19059,"Dickinson",2020,"Registered Child Development Homes","Full Time School-Age","$140.00",140
"420",19059,"Dickinson",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$165.00",165
"421",19061,"Dubuque",2020,"Registered Child Development Homes","Infant (0-12 Months)","$146.70",146.7
"422",19061,"Dubuque",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$204.30",204.3
"423",19061,"Dubuque",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$144.90",144.9
"424",19061,"Dubuque",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$204.30",204.3
"425",19061,"Dubuque",2020,"Registered Child Development Homes","Two Year Olds","$143.55",143.55
"426",19061,"Dubuque",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$192.60",192.6
"427",19061,"Dubuque",2020,"Registered Child Development Homes","Three Year Olds","$143.10",143.1
"428",19061,"Dubuque",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$188.10",188.1
"429",19061,"Dubuque",2020,"Registered Child Development Homes","Four & Five Year Olds","$142.65",142.65
"430",19061,"Dubuque",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$182.25",182.25
"431",19061,"Dubuque",2020,"Registered Child Development Homes","Before & After School","$66.20",66.2
"432",19061,"Dubuque",2020,"DHS Licensed Centers/Preschools","Before & After School","$80.00",80
"433",19061,"Dubuque",2020,"Registered Child Development Homes","Full Time School-Age","$142.65",142.65
"434",19061,"Dubuque",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$177.30",177.3
"435",19063,"Emmet",2020,"Registered Child Development Homes","Infant (0-12 Months)","$135.00",135
"436",19063,"Emmet",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$132.50",132.5
"437",19063,"Emmet",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$135.00",135
"438",19063,"Emmet",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$132.50",132.5
"439",19063,"Emmet",2020,"Registered Child Development Homes","Two Year Olds","$135.00",135
"440",19063,"Emmet",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$130.00",130
"441",19063,"Emmet",2020,"Registered Child Development Homes","Three Year Olds","$135.00",135
"442",19063,"Emmet",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$130.00",130
"443",19063,"Emmet",2020,"Registered Child Development Homes","Four & Five Year Olds","$135.00",135
"444",19063,"Emmet",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$130.00",130
"445",19063,"Emmet",2020,"Registered Child Development Homes","Before & After School","$60.00",60
"446",19063,"Emmet",2020,"DHS Licensed Centers/Preschools","Before & After School","$60.00",60
"447",19063,"Emmet",2020,"Registered Child Development Homes","Full Time School-Age","$135.00",135
"448",19063,"Emmet",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$135.00",135
"449",19065,"Fayette",2020,"Registered Child Development Homes","Infant (0-12 Months)","$140.40",140.4
"450",19065,"Fayette",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$168.75",168.75
"451",19065,"Fayette",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$129.60",129.6
"452",19065,"Fayette",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$168.75",168.75
"453",19065,"Fayette",2020,"Registered Child Development Homes","Two Year Olds","$129.60",129.6
"454",19065,"Fayette",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$157.50",157.5
"455",19065,"Fayette",2020,"Registered Child Development Homes","Three Year Olds","$129.60",129.6
"456",19065,"Fayette",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$157.50",157.5
"457",19065,"Fayette",2020,"Registered Child Development Homes","Four & Five Year Olds","$129.60",129.6
"458",19065,"Fayette",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$157.50",157.5
"459",19065,"Fayette",2020,"Registered Child Development Homes","Before & After School","$57.60",57.6
"460",19065,"Fayette",2020,"DHS Licensed Centers/Preschools","Before & After School","$65.00",65
"461",19065,"Fayette",2020,"Registered Child Development Homes","Full Time School-Age","$129.60",129.6
"462",19065,"Fayette",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$146.25",146.25
"463",19067,"Floyd",2020,"Registered Child Development Homes","Infant (0-12 Months)","$132.00",132
"464",19067,"Floyd",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)",NA,NA
"465",19067,"Floyd",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$132.00",132
"466",19067,"Floyd",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)",NA,NA
"467",19067,"Floyd",2020,"Registered Child Development Homes","Two Year Olds","$122.00",122
"468",19067,"Floyd",2020,"DHS Licensed Centers/Preschools","Two Year Olds",NA,NA
"469",19067,"Floyd",2020,"Registered Child Development Homes","Three Year Olds","$122.00",122
"470",19067,"Floyd",2020,"DHS Licensed Centers/Preschools","Three Year Olds",NA,NA
"471",19067,"Floyd",2020,"Registered Child Development Homes","Four & Five Year Olds","$122.00",122
"472",19067,"Floyd",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds",NA,NA
"473",19067,"Floyd",2020,"Registered Child Development Homes","Before & After School","$36.67",36.67
"474",19067,"Floyd",2020,"DHS Licensed Centers/Preschools","Before & After School",NA,NA
"475",19067,"Floyd",2020,"Registered Child Development Homes","Full Time School-Age","$85.00",85
"476",19067,"Floyd",2020,"DHS Licensed Centers/Preschools","Full Time School-Age",NA,NA
"477",19069,"Franklin",2020,"Registered Child Development Homes","Infant (0-12 Months)","$126.45",126.45
"478",19069,"Franklin",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$153.00",153
"479",19069,"Franklin",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$125.10",125.1
"480",19069,"Franklin",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$153.00",153
"481",19069,"Franklin",2020,"Registered Child Development Homes","Two Year Olds","$122.40",122.4
"482",19069,"Franklin",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$141.75",141.75
"483",19069,"Franklin",2020,"Registered Child Development Homes","Three Year Olds","$122.40",122.4
"484",19069,"Franklin",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$141.75",141.75
"485",19069,"Franklin",2020,"Registered Child Development Homes","Four & Five Year Olds","$116.55",116.55
"486",19069,"Franklin",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$141.75",141.75
"487",19069,"Franklin",2020,"Registered Child Development Homes","Before & After School","$53.00",53
"488",19069,"Franklin",2020,"DHS Licensed Centers/Preschools","Before & After School","$63.00",63
"489",19069,"Franklin",2020,"Registered Child Development Homes","Full Time School-Age","$114.30",114.3
"490",19069,"Franklin",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$141.75",141.75
"491",19071,"Fremont",2020,"Registered Child Development Homes","Infant (0-12 Months)","$131.75",131.75
"492",19071,"Fremont",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","N/A",NA
"493",19071,"Fremont",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$131.75",131.75
"494",19071,"Fremont",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","N/A",NA
"495",19071,"Fremont",2020,"Registered Child Development Homes","Two Year Olds","$131.75",131.75
"496",19071,"Fremont",2020,"DHS Licensed Centers/Preschools","Two Year Olds","N/A",NA
"497",19071,"Fremont",2020,"Registered Child Development Homes","Three Year Olds","$131.75",131.75
"498",19071,"Fremont",2020,"DHS Licensed Centers/Preschools","Three Year Olds","N/A",NA
"499",19071,"Fremont",2020,"Registered Child Development Homes","Four & Five Year Olds","$126.75",126.75
"500",19071,"Fremont",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","N/A",NA
"501",19071,"Fremont",2020,"Registered Child Development Homes","Before & After School","$68.00",68
"502",19071,"Fremont",2020,"DHS Licensed Centers/Preschools","Before & After School","N/A",NA
"503",19071,"Fremont",2020,"Registered Child Development Homes","Full Time School-Age","$131.75",131.75
"504",19071,"Fremont",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","N/A",NA
"505",19073,"Greene",2020,"Registered Child Development Homes","Infant (0-12 Months)","$120.94",120.94
"506",19073,"Greene",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$169.00",169
"507",19073,"Greene",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$120.94",120.94
"508",19073,"Greene",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$169.00",169
"509",19073,"Greene",2020,"Registered Child Development Homes","Two Year Olds","$120.94",120.94
"510",19073,"Greene",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$143.00",143
"511",19073,"Greene",2020,"Registered Child Development Homes","Three Year Olds","$120.94",120.94
"512",19073,"Greene",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$143.00",143
"513",19073,"Greene",2020,"Registered Child Development Homes","Four & Five Year Olds","$120.94",120.94
"514",19073,"Greene",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$143.00",143
"515",19073,"Greene",2020,"Registered Child Development Homes","Before & After School","$46.67",46.67
"516",19073,"Greene",2020,"DHS Licensed Centers/Preschools","Before & After School","$82.50",82.5
"517",19073,"Greene",2020,"Registered Child Development Homes","Full Time School-Age","$119.58",119.58
"518",19073,"Greene",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$169.00",169
"519",19075,"Grundy",2020,"Registered Child Development Homes","Infant (0-12 Months)","$158.35",158.35
"520",19075,"Grundy",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$175.50",175.5
"521",19075,"Grundy",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$158.35",158.35
"522",19075,"Grundy",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$175.50",175.5
"523",19075,"Grundy",2020,"Registered Child Development Homes","Two Year Olds","$148.35",148.35
"524",19075,"Grundy",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$176.85",176.85
"525",19075,"Grundy",2020,"Registered Child Development Homes","Three Year Olds","$148.35",148.35
"526",19075,"Grundy",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$176.85",176.85
"527",19075,"Grundy",2020,"Registered Child Development Homes","Four & Five Year Olds","$148.35",148.35
"528",19075,"Grundy",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$176.85",176.85
"529",19075,"Grundy",2020,"Registered Child Development Homes","Before & After School","$55.00",55
"530",19075,"Grundy",2020,"DHS Licensed Centers/Preschools","Before & After School","$100.00",100
"531",19075,"Grundy",2020,"Registered Child Development Homes","Full Time School-Age","$150.00",150
"532",19075,"Grundy",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$225.00",225
"533",19077,"Guthrie",2020,"Registered Child Development Homes","Infant (0-12 Months)","$141.67",141.67
"534",19077,"Guthrie",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$162.50",162.5
"535",19077,"Guthrie",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$137.50",137.5
"536",19077,"Guthrie",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$162.50",162.5
"537",19077,"Guthrie",2020,"Registered Child Development Homes","Two Year Olds","$125.83",125.83
"538",19077,"Guthrie",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$152.50",152.5
"539",19077,"Guthrie",2020,"Registered Child Development Homes","Three Year Olds","$125.83",125.83
"540",19077,"Guthrie",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$148.50",148.5
"541",19077,"Guthrie",2020,"Registered Child Development Homes","Four & Five Year Olds","$119.17",119.17
"542",19077,"Guthrie",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$143.50",143.5
"543",19077,"Guthrie",2020,"Registered Child Development Homes","Before & After School","$50.83",50.83
"544",19077,"Guthrie",2020,"DHS Licensed Centers/Preschools","Before & After School","$90.00",90
"545",19077,"Guthrie",2020,"Registered Child Development Homes","Full Time School-Age","$121.25",121.25
"546",19077,"Guthrie",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$135.67",135.67
"547",19079,"Hamilton",2020,"Registered Child Development Homes","Infant (0-12 Months)","$135.00",135
"548",19079,"Hamilton",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$158.10",158.1
"549",19079,"Hamilton",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$135.00",135
"550",19079,"Hamilton",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$158.10",158.1
"551",19079,"Hamilton",2020,"Registered Child Development Homes","Two Year Olds","$133.75",133.75
"552",19079,"Hamilton",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$144.40",144.4
"553",19079,"Hamilton",2020,"Registered Child Development Homes","Three Year Olds","$133.75",133.75
"554",19079,"Hamilton",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$126.90",126.9
"555",19079,"Hamilton",2020,"Registered Child Development Homes","Four & Five Year Olds","$133.75",133.75
"556",19079,"Hamilton",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$126.90",126.9
"557",19079,"Hamilton",2020,"Registered Child Development Homes","Before & After School","$59.44",59.44
"558",19079,"Hamilton",2020,"DHS Licensed Centers/Preschools","Before & After School","$56.40",56.4
"559",19079,"Hamilton",2020,"Registered Child Development Homes","Full Time School-Age","$133.75",133.75
"560",19079,"Hamilton",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$126.90",126.9
"561",19081,"Hancock",2020,"Registered Child Development Homes","Infant (0-12 Months)","$127.35",127.35
"562",19081,"Hancock",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)",NA,NA
"563",19081,"Hancock",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$127.35",127.35
"564",19081,"Hancock",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)",NA,NA
"565",19081,"Hancock",2020,"Registered Child Development Homes","Two Year Olds","$127.35",127.35
"566",19081,"Hancock",2020,"DHS Licensed Centers/Preschools","Two Year Olds",NA,NA
"567",19081,"Hancock",2020,"Registered Child Development Homes","Three Year Olds","$127.35",127.35
"568",19081,"Hancock",2020,"DHS Licensed Centers/Preschools","Three Year Olds",NA,NA
"569",19081,"Hancock",2020,"Registered Child Development Homes","Four & Five Year Olds","$127.35",127.35
"570",19081,"Hancock",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds",NA,NA
"571",19081,"Hancock",2020,"Registered Child Development Homes","Before & After School","$56.60",56.6
"572",19081,"Hancock",2020,"DHS Licensed Centers/Preschools","Before & After School",NA,NA
"573",19081,"Hancock",2020,"Registered Child Development Homes","Full Time School-Age","$127.35",127.35
"574",19081,"Hancock",2020,"DHS Licensed Centers/Preschools","Full Time School-Age",NA,NA
"575",19083,"Hardin",2020,"Registered Child Development Homes","Infant (0-12 Months)","$133.92",133.92
"576",19083,"Hardin",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$160.65",160.65
"577",19083,"Hardin",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$129.92",129.92
"578",19083,"Hardin",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$160.65",160.65
"579",19083,"Hardin",2020,"Registered Child Development Homes","Two Year Olds","$124.92",124.92
"580",19083,"Hardin",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$140.40",140.4
"581",19083,"Hardin",2020,"Registered Child Development Homes","Three Year Olds","$123.00",123
"582",19083,"Hardin",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$139.50",139.5
"583",19083,"Hardin",2020,"Registered Child Development Homes","Four & Five Year Olds","$123.00",123
"584",19083,"Hardin",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$139.50",139.5
"585",19083,"Hardin",2020,"Registered Child Development Homes","Before & After School","$51.07",51.07
"586",19083,"Hardin",2020,"DHS Licensed Centers/Preschools","Before & After School","$60.20",60.2
"587",19083,"Hardin",2020,"Registered Child Development Homes","Full Time School-Age","$114.10",114.1
